address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
NA,NA,NA,NA,NA,1189,NA,1.0,90,Foreclosure,"http://www.zillow.com/homes/for_sale/128640489_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,915000,1204,NA,1.0,399,Foreclosure,"http://www.zillow.com/homes/for_sale/116660267_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1340,3,1.0,131,Foreclosure,"http://www.zillow.com/homes/for_sale/126876119_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,743000,1250,3,1.0,550,Foreclosure,"http://www.zillow.com/homes/for_sale/123938925_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
114-116 SAINT MARYS AVE,SAN FRANCISCO,CA,94112,1290000,2500,4,2.0,573,Foreclosure,"http://www.zillow.com/homes/for_sale/15184329_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,855000,1864,3,2.0,512,Foreclosure,"http://www.zillow.com/homes/for_sale/116660502_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,779000,1530,NA,1.0,301,Foreclosure,"http://www.zillow.com/homes/for_sale/121641926_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1350,3,1.0,155,Foreclosure,"http://www.zillow.com/homes/for_sale/126728230_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1276 Geneva Ave,San Francisco,CA,94112,699000,1234,2,1.0,522,Foreclosure,"http://www.zillow.com/homes/for_sale/15177347_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,803000,1500,NA,2.0,442,Foreclosure,"http://www.zillow.com/homes/for_sale/124413349_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,615000,844,NA,1.0,320,Foreclosure,"http://www.zillow.com/homes/for_sale/124005731_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2316 Alemany Blvd,San Francisco,CA,94112,1399999,1926,4,3.0,79,Make Me Move,"http://www.zillow.com/homes/for_sale/15191397_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1110,2,1.0,41,Foreclosure,"http://www.zillow.com/homes/for_sale/128834331_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,800,2,1.0,113,Foreclosure,"http://www.zillow.com/homes/for_sale/128468193_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,2408,6,3.0,67,Foreclosure,"http://www.zillow.com/homes/for_sale/128658396_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,649000,750,NA,1.0,267,Foreclosure,"http://www.zillow.com/homes/for_sale/126060405_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,375000,1425,NA,2.0,278,Foreclosure,"http://www.zillow.com/homes/for_sale/126598864_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1574,NA,2.0,132,Foreclosure,"http://www.zillow.com/homes/for_sale/127216650_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,841000,1754,NA,2.0,104,Foreclosure,"http://www.zillow.com/homes/for_sale/116660505_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1151,NA,1.0,231,Foreclosure,"http://www.zillow.com/homes/for_sale/126876118_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1900,NA,1.0,55,Foreclosure,"http://www.zillow.com/homes/for_sale/128800118_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,735,2,1.0,81,Foreclosure,"http://www.zillow.com/homes/for_sale/128640490_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1090,NA,1.0,132,Foreclosure,"http://www.zillow.com/homes/for_sale/127216651_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1745,3,2.0,90,Foreclosure,"http://www.zillow.com/homes/for_sale/128640484_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
148 Sagamore St,San Francisco,CA,94112,650000,750,1,1.0,323,House For Sale,"http://www.zillow.com/homes/for_sale/15195447_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1570,NA,1.0,111,Foreclosure,"http://www.zillow.com/homes/for_sale/128468195_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
70 Tingley St,San Francisco,CA,94112,888000,1250,2,1.0,50,House For Sale,"http://www.zillow.com/homes/for_sale/15186844_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1386,NA,2.0,99,Foreclosure,"http://www.zillow.com/homes/for_sale/126912869_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
359-361 HEARST AVE,SAN FRANCISCO,CA,94112,788000,2100,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15139416_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
51 Seville St,San Francisco,CA,94112,1100000,2243,5,2.0,127,House For Sale,"http://www.zillow.com/homes/for_sale/15178043_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3933 Mission St,San Francisco,CA,94112,1350000,3098,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2109216332_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
139 Paris St,San Francisco,CA,94112,995000,NA,0,NA,193,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2098124008_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1117 Ocean Ave,San Francisco,CA,94112,11000000,19486,0,NA,185,Apartment For Sale,"http://www.zillow.com/homes/for_sale/79841986_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
176 Harold Ave,San Francisco,CA,94112,950000,799,2,1.0,263,Make Me Move,"http://www.zillow.com/homes/for_sale/15188994_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
395 London St,San Francisco,CA,94112,1300000,2348,0,NA,62,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2107479851_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
143 Tara St,San Francisco,CA,94112,1000000,1415,3,2.0,39,House For Sale,"http://www.zillow.com/homes/for_sale/15188842_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
315 Brazil Ave,San Francisco,CA,94112,998000,NA,0,NA,157,Foreclosure,"http://www.zillow.com/homes/for_sale/2096705136_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3902 22nd St,San Francisco,CA,94114,899000,954,1,1.0,3,House For Sale,"http://www.zillow.com/homes/for_sale/2094924392_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
175 Yukon St,San Francisco,CA,94114,2450000,2300,4,3.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15129868_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
531 Hill St,San Francisco,CA,94114,995000,981,2,1.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/2094944863_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
655 Corbett Ave Apt 504,San Francisco,CA,94114,699000,710,1,1.0,4,Condo For Sale,"http://www.zillow.com/homes/for_sale/15129936_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
719 Castro St,San Francisco,CA,94114,1249000,1564,3,1.25,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/82789843_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3816 22nd St,San Francisco,CA,94114,5750000,6045,4,5.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15146278_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3960A 18th St,San Francisco,CA,94114,1295000,1377,3,2.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/79847528_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3895 24th St,San Francisco,CA,94114,1395000,1164,3,2.0,8,Condo For Sale,"http://www.zillow.com/homes/for_sale/79843959_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
492 Douglass St,San Francisco,CA,94114,4990000,NA,3,4.5,4,House For Sale,"http://www.zillow.com/homes/for_sale/15130486_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
49 Ord Ct,San Francisco,CA,94114,1295000,844,2,1.0,4,House For Sale,"http://www.zillow.com/homes/for_sale/15127348_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3751 21st St,San Francisco,CA,94114,2950000,1120,3,1.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15146244_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
285 Grand View Ave,San Francisco,CA,94114,4700000,7754,0,NA,8,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2097439524_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
341 Corbett Ave,San Francisco,CA,94114,1598000,2125,0,NA,6,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15128570_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
308 Sanchez St,San Francisco,CA,94114,949000,1095,2,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/61288425_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3900 22nd St,San Francisco,CA,94114,1349000,NA,4,4.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095164041_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
161 Castro St # A,San Francisco,CA,94114,789000,700,2,1.0,13,Condo For Sale,"http://www.zillow.com/homes/for_sale/2096831318_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3943 21st St,San Francisco,CA,94114,1995000,2335,4,3.5,10,House For Sale,"http://www.zillow.com/homes/for_sale/15130821_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1642,NA,1.0,25,Foreclosure,"http://www.zillow.com/homes/for_sale/128860748_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4400 19th St Apt 1,San Francisco,CA,94114,795000,740,1,1.0,27,Condo For Sale,"http://www.zillow.com/homes/for_sale/89237165_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4233 22nd St,San Francisco,CA,94114,4495000,3858,5,4.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15130976_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3900-3902 22ND ST,SAN FRANCISCO,CA,94114,2249000,2423,4,4.0,26,House For Sale,"http://www.zillow.com/homes/for_sale/82582828_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4011 18th St,San Francisco,CA,94114,1995000,3750,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2119125750_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
242 Liberty St,San Francisco,CA,94114,1998000,3150,0,NA,11,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2096456303_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
79 Clipper St,San Francisco,CA,94114,1895000,1890,3,2.0,17,House For Sale,"http://www.zillow.com/homes/for_sale/15181376_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2339 Market St,San Francisco,CA,94114,5400000,9391,0,NA,15,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2095063555_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
435 Jersey St,San Francisco,CA,94114,1995000,2480,5,3.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/2103262098_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
75 Clarendon Ave,San Francisco,CA,94114,1985000,NA,3,2.5,10,House For Sale,"http://www.zillow.com/homes/for_sale/15129681_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3867-3869 17TH ST,SAN FRANCISCO,CA,94114,1895000,NA,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15144313_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
350 Hill St,San Francisco,CA,94114,4195000,3400,4,3.5,25,House For Sale,"http://www.zillow.com/homes/for_sale/15146172_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
320 Collingwood St,San Francisco,CA,94114,1749000,1940,3,2.5,17,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095082775_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
20 Villa Ter,San Francisco,CA,94114,3998000,NA,4,3.5,19,House For Sale,"http://www.zillow.com/homes/for_sale/15128640_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
565 Jersey St,San Francisco,CA,94114,2799000,1908,3,3.0,22,House For Sale,"http://www.zillow.com/homes/for_sale/15181045_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
877 Alvarado St,San Francisco,CA,94114,2445000,2585,3,3.0,25,House For Sale,"http://www.zillow.com/homes/for_sale/15131548_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
380 Cumberland St,San Francisco,CA,94114,2789000,1190,2,1.0,66,For Sale by Owner,"http://www.zillow.com/homes/for_sale/15145134_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4251-4253 23RD ST,SAN FRANCISCO,CA,94114,2700000,3326,3,3.5,2769,Foreclosure,"http://www.zillow.com/homes/for_sale/15131692_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4316 25th St,San Francisco,CA,94114,4099000,3816,4,5.5,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15181019_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,1220000,1434,NA,2.0,305,Foreclosure,"http://www.zillow.com/homes/for_sale/125834467_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,1510000,1940,NA,2.0,148,Foreclosure,"http://www.zillow.com/homes/for_sale/122654844_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,3019,NA,3.0,57,Foreclosure,"http://www.zillow.com/homes/for_sale/128795696_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,2340000,2938,4,2.0,67,Foreclosure,"http://www.zillow.com/homes/for_sale/116660284_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1354,NA,1.0,33,Foreclosure,"http://www.zillow.com/homes/for_sale/128849644_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
24 Hartford St,San Francisco,CA,94114,3795000,2944,3,5.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15144362_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1081,NA,1.0,236,Foreclosure,"http://www.zillow.com/homes/for_sale/126743104_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1081 14th St,San Francisco,CA,94114,1095000,1258,3,2.0,38,Condo For Sale,"http://www.zillow.com/homes/for_sale/122064179_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32 Ord St,San Francisco,CA,94114,2550000,2500,3,1.0,47,House For Sale,"http://www.zillow.com/homes/for_sale/15127628_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4306 21st St,San Francisco,CA,94114,4995000,NA,6,7.0,67,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2096548100_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9 Clarendon Ave,San Francisco,CA,94114,3090000,4210,3,3.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15129695_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4400 19th St Apt 2,San Francisco,CA,94114,1650000,2020,3,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/89236507_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4306-4308 21st St,San Francisco,CA,94114,4995000,NA,6,7.0,47,House For Sale,"http://www.zillow.com/homes/for_sale/2095448027_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3412 Market St,San Francisco,CA,94114,1925000,1438,3,2.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15129895_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
300 Liberty St # 3,San Francisco,CA,94114,1695000,NA,3,2.0,38,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095333992_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3834 25th St,San Francisco,CA,94114,2695000,2850,3,3.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15180825_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
260 Castro St,San Francisco,CA,94114,1995000,NA,2,1.0,74,House For Sale,"http://www.zillow.com/homes/for_sale/15127089_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
775 Noe St,San Francisco,CA,94114,2995000,2710,3,2.5,165,House For Sale,"http://www.zillow.com/homes/for_sale/15145394_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
252 Diamond St,San Francisco,CA,94114,3200000,2520,5,3.0,300,Make Me Move,"http://www.zillow.com/homes/for_sale/15129383_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
85 Saint Germain Ave,San Francisco,CA,94114,2750000,2780,2,2.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15130058_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1059-1061 Church St,San Francisco,CA,94114,3400000,2600,6,2.0,300,Make Me Move,"http://www.zillow.com/homes/for_sale/2098470863_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
223 Sanchez St,San Francisco,CA,94114,1400000,1165,2,2.0,190,Make Me Move,"http://www.zillow.com/homes/for_sale/15143495_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
621 Alvarado St,San Francisco,CA,94114,2288000,2139,4,3.0,39,Condo For Sale,"http://www.zillow.com/homes/for_sale/2096970380_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
536 Roosevelt Way,San Francisco,CA,94114,1650000,1722,3,3.0,54,Condo For Sale,"http://www.zillow.com/homes/for_sale/15127758_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
41 Grand View Ter,San Francisco,CA,94114,1650000,1580,3,3.0,281,Make Me Move,"http://www.zillow.com/homes/for_sale/15129850_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
347 Noe St,San Francisco,CA,94114,2800000,3100,4,4.0,1714,Make Me Move,"http://www.zillow.com/homes/for_sale/15143758_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
66-68 PROSPER ST,SAN FRANCISCO,CA,94114,1999999,2316,5,2.0,3693,Make Me Move,"http://www.zillow.com/homes/for_sale/15143732_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
196 Graystone Ter,San Francisco,CA,94114,2595000,2695,3,2.5,59,House For Sale,"http://www.zillow.com/homes/for_sale/15130035_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
131 Collingwood St,San Francisco,CA,94114,1300000,1060,3,2.0,194,Make Me Move,"http://www.zillow.com/homes/for_sale/96025720_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
51 Ord St,San Francisco,CA,94114,3600000,4294,4,4.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15127621_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
164-166 HENRY ST,SAN FRANCISCO,CA,94114,4900000,4287,5,4.0,636,Make Me Move,"http://www.zillow.com/homes/for_sale/15142897_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3875 18th St,San Francisco,CA,94114,8300000,13766,0,NA,15,Foreclosure,"http://www.zillow.com/homes/for_sale/2100961216_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2470 Sacramento St,San Francisco,CA,94115,3295000,2404,3,4.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096407366_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2947 Washington St,San Francisco,CA,94115,699000,725,1,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15081963_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2424 Buchanan St,San Francisco,CA,94115,6450000,5400,6,5.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/80738793_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2121 Webster St # FNTKBW,San Francisco,CA,94115,3195000,2400,3,4.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096637916_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2121 Webster St # OTRYRQ,San Francisco,CA,94115,3395000,2100,3,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096408547_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1974 Bush St,San Francisco,CA,94115,2007000,2231,3,3.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15075388_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2011 Buchanan St,San Francisco,CA,94115,2270000,NA,3,2.5,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15075171_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2655 Bush St # 8SDZV4,San Francisco,CA,94115,929000,793,1,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096288446_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2121 Webster St # 6PUK3T,San Francisco,CA,94115,4550000,2200,3,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096408548_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2121 Webster St # 4L7L62,San Francisco,CA,94115,4495000,2112,3,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095267884_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2655 Bush St # J3OSP7,San Francisco,CA,94115,1299000,1115,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096288447_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2415 Buchanan St,San Francisco,CA,94115,1250000,NA,1,2.0,11,House For Sale,"http://www.zillow.com/homes/for_sale/2095014060_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3191 Washington St # 5,San Francisco,CA,94115,1150000,960,2,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15081897_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1415 Eddy St,San Francisco,CA,94115,779000,778,2,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077525_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
