address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
1688 Pine St # 71228R,San Francisco,CA,94109,844000,616,1,1.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096183975_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2322 Hyde St,San Francisco,CA,94109,5650000,NA,3,3.5,8,Condo For Sale,"http://www.zillow.com/homes/for_sale/15064563_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1788 Clay St Apt 511,San Francisco,CA,94109,1625000,1143,2,2.0,3,Condo For Sale,"http://www.zillow.com/homes/for_sale/2098884623_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # D1XDGL,San Francisco,CA,94109,939000,741,1,1.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2097415805_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Franklin St # 8MN90P,San Francisco,CA,94109,1405000,1076,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096566245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1868 Van Ness Ave # 401,San Francisco,CA,94109,1269000,989,2,2.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094928954_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1333 Jones St Apt 1102,San Francisco,CA,94109,1699000,1590,1,2.0,8,Condo For Sale,"http://www.zillow.com/homes/for_sale/63196225_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1855 Sacramento St Apt 8,San Francisco,CA,94109,1290000,1456,2,2.0,18,For Sale by Owner,"http://www.zillow.com/homes/for_sale/15074862_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1070 Post St Apt 1A,San Francisco,CA,94109,749000,982,2,1.5,12,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095025826_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1070 Post St Apt 4,San Francisco,CA,94109,995000,1131,3,2.0,12,Condo For Sale,"http://www.zillow.com/homes/for_sale/2117084752_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Post St Apt 1016,San Francisco,CA,94109,675000,1094,2,2.0,28,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076303_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # TEE1W4,San Francisco,CA,94109,2675000,1485,2,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095478807_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1735 Franklin St,San Francisco,CA,94109,7998000,7885,8,5.0,11,House For Sale,"http://www.zillow.com/homes/for_sale/15074834_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1466 Jackson St,San Francisco,CA,94109,2888888,4718,12,9.0,11,House For Sale,"http://www.zillow.com/homes/for_sale/2131444197_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1855 Sacramento St Apt 6,San Francisco,CA,94109,1150000,1222,2,1.0,19,For Sale by Owner,"http://www.zillow.com/homes/for_sale/15074860_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1945 Hyde St # 2,San Francisco,CA,94109,4285000,NA,2,2.0,10,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095005578_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1145 Pine St Apt 16,San Francisco,CA,94109,455000,390,0,1.0,18,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069182_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
631 Ofarrell St Apt 1516,San Francisco,CA,94109,549000,480,0,1.0,11,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069555_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1 Daniel Burnham Ct Apt 319,San Francisco,CA,94109,549000,562,0,1.0,18,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076546_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Franklin St # 964615,San Francisco,CA,94109,1690000,1266,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096566251_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2062 Jackson St,San Francisco,CA,94109,4950000,2150,3,2.5,25,Condo For Sale,"http://www.zillow.com/homes/for_sale/15073508_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1200 Gough St Apt 9B,San Francisco,CA,94109,639900,550,1,1.0,28,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077033_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1200 Gough St Apt 2A,San Francisco,CA,94109,1285000,1500,2,2.0,26,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076991_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1452 Bush St Unit 15,San Francisco,CA,94109,1395000,1437,2,2.5,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/67394895_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1788 Clay St Apt 804,San Francisco,CA,94109,1785000,1293,2,2.0,25,Condo For Sale,"http://www.zillow.com/homes/for_sale/2096445115_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,1197,2,2.0,25,Foreclosure,"http://www.zillow.com/homes/for_sale/128860745_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1405 Greenwich St Apt 1,San Francisco,CA,94109,914000,957,1,1.0,956,Foreclosure,"http://www.zillow.com/homes/for_sale/59779220_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1050 N Point St Apt 1503B,San Francisco,CA,94109,650000,NA,0,1.0,31,Co-op For Sale,"http://www.zillow.com/homes/for_sale/63196537_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1335 Filbert St Apt 206,San Francisco,CA,94109,875000,953,1,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15071611_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1554-1558 JACKSON ST,SAN FRANCISCO,CA,94109,4860000,3525,3,1.0,1615,Foreclosure,"http://www.zillow.com/homes/for_sale/15073742_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Post St Apt 308,San Francisco,CA,94109,550000,1116,1,2.0,137,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076184_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,940000,998,1,1.0,512,Foreclosure,"http://www.zillow.com/homes/for_sale/124829466_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,815,NA,1.0,98,Foreclosure,"http://www.zillow.com/homes/for_sale/128613820_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1895 Pacific Ave Apt 306,San Francisco,CA,94109,1150000,1165,2,1.0,39,Condo For Sale,"http://www.zillow.com/homes/for_sale/15073645_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2111 Hyde St # 500,San Francisco,CA,94109,2295000,2210,3,3.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/80756157_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
740 Bay St,San Francisco,CA,94109,5488000,3535,5,4.5,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15063349_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1001 Pine St Apt 806,San Francisco,CA,94109,556000,650,1,1.0,370,Foreclosure,"http://www.zillow.com/homes/for_sale/15068879_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,940000,998,1,1.0,112,Foreclosure,"http://www.zillow.com/homes/for_sale/119815044_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,2850000,5390,NA,3.0,104,Foreclosure,"http://www.zillow.com/homes/for_sale/126081827_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,2330000,1935,NA,2.0,272,Foreclosure,"http://www.zillow.com/homes/for_sale/126063584_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1000 Pine St # 2400,San Francisco,CA,94109,NA,322,NA,NA,9406,NA,"http://www.zillow.com/homes/for_sale/96040675_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Post St Apt 512,San Francisco,CA,94109,365000,715,1,1.0,40,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076220_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2040 Franklin St Apt 702,San Francisco,CA,94109,849000,1000,1,1.5,43,Condo For Sale,"http://www.zillow.com/homes/for_sale/15073816_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1000 Pine St # 680,San Francisco,CA,94109,NA,360,NA,NA,8827,NA,"http://www.zillow.com/homes/for_sale/95270246_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1238 Green St,San Francisco,CA,94109,2395000,2016,3,3.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15066119_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1000 Pine St # 22H,San Francisco,CA,94109,NA,NA,NA,NA,8827,NA,"http://www.zillow.com/homes/for_sale/96041456_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # E-403,San Francisco,CA,94109,899000,743,1,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095785972_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1805 Broadway,San Francisco,CA,94109,4990000,NA,7,5.5,45,House For Sale,"http://www.zillow.com/homes/for_sale/15073031_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2809 Polk St,San Francisco,CA,94109,2995000,2856,0,NA,147,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2096603211_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1776 Sacramento St Apt 305,San Francisco,CA,94109,998000,1091,2,2.0,33,Condo For Sale,"http://www.zillow.com/homes/for_sale/15074186_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2806 Van Ness Ave,San Francisco,CA,94109,4700000,4921,10,6.0,129,Make Me Move,"http://www.zillow.com/homes/for_sale/15070865_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Post St Apt 708,San Francisco,CA,94109,725000,1116,1,2.0,83,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076248_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
898 Francisco St,San Francisco,CA,94109,12000000,6305,6,7.0,48,House For Sale,"http://www.zillow.com/homes/for_sale/68961223_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
900 Bush St Apt 302,San Francisco,CA,94109,659500,579,1,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069006_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1312 Jackson St,San Francisco,CA,94109,5498000,NA,0,NA,148,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2096613842_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
666 Post St Apt 704,San Francisco,CA,94109,838000,850,1,1.0,NA,Co-op For Sale,"http://www.zillow.com/homes/for_sale/63196402_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1269 Lombard St Unit B,San Francisco,CA,94109,3500000,1600,3,2.0,75,Make Me Move,"http://www.zillow.com/homes/for_sale/2104623775_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # 06,San Francisco,CA,94109,2675000,1485,2,3.0,NA,Foreclosure,"http://www.zillow.com/homes/for_sale/2095478808_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1000 N Point St Apt 401,San Francisco,CA,94109,1495000,1200,2,2.0,31,Condo For Sale,"http://www.zillow.com/homes/for_sale/80751219_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
631 Ofarrell St Apt 2101,San Francisco,CA,94109,3950000,3591,3,4.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069585_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1250 Jones St Apt 1103,San Francisco,CA,94109,1575000,1250,1,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15067906_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # E1111,San Francisco,CA,94109,1802000,1139,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095462475_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Franklin Street Residence # 605,San Francisco,CA,94109,1459000,1326,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095267923_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1101 Green St # 202,San Francisco,CA,94109,925000,930,1,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15066196_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
45-45A Priest St,San Francisco,CA,94109,3423000,2060,3,3.0,41,Make Me Move,"http://www.zillow.com/homes/for_sale/15067778_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Franklin Street Residence # 1104,San Francisco,CA,94109,960000,699,1,1.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095267924_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Franklin Street Residence # 1107,San Francisco,CA,94109,1445000,1076,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095494692_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # 02,San Francisco,CA,94109,1986000,1239,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096481498_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
151 Alice B Toklas Pl Apt 405,San Francisco,CA,94109,749000,758,1,1.0,50,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077139_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # E402,San Francisco,CA,94109,1212000,989,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2098183176_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1788 Clay St Apt 508,San Francisco,CA,94109,1675000,1231,2,2.0,53,Condo For Sale,"http://www.zillow.com/homes/for_sale/124398004_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1688 Pine St # E1110,San Francisco,CA,94109,844000,616,1,1.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2098183167_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
900 Bush St Apt 1008,San Francisco,CA,94109,859000,826,2,2.0,88,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069123_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1372 Jackson St # 1374,San Francisco,CA,94109,1699000,2200,2,2.0,66,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2095687336_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Franklin Street Residence # 1007,San Francisco,CA,94109,1405000,1076,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096314187_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1450 Franklin Street Residence # 1006,San Francisco,CA,94109,1625000,1273,2,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096314183_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1835 Franklin St Apt 601,San Francisco,CA,94109,1725000,1550,2,2.0,45,Condo For Sale,"http://www.zillow.com/homes/for_sale/15074257_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1731 Larkin St Apt 1,San Francisco,CA,94109,1599000,1100,2,2.0,204,Make Me Move,"http://www.zillow.com/homes/for_sale/2100348642_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1255 California St Apt 504,San Francisco,CA,94109,1059500,1075,1,2.0,45,Make Me Move,"http://www.zillow.com/homes/for_sale/15068361_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1228 Leavenworth St,San Francisco,CA,94109,3500000,3420,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15067849_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1 McCormick St,San Francisco,CA,94109,1149000,NA,NA,NA,255,Lot/Land For Sale,"http://www.zillow.com/homes/for_sale/15067438_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1150 Lombard St Apt 27,San Francisco,CA,94109,2675000,2001,2,2.0,50,Condo For Sale,"http://www.zillow.com/homes/for_sale/15064586_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
631 Ofarrell St Apt 1507,San Francisco,CA,94109,499000,520,0,1.0,192,Foreclosure,"http://www.zillow.com/homes/for_sale/15069548_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
524 Gates St,San Francisco,CA,94110,1750000,2200,3,2.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15163857_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1183 Hampshire St,San Francisco,CA,94110,1699000,2180,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2094897555_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
290 Rutledge St,San Francisco,CA,94110,1199000,NA,2,2.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15160556_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
16 Powers Ave,San Francisco,CA,94110,748000,843,2,1.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/2094998940_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
340 Benton Ave,San Francisco,CA,94110,829000,1535,3,2.5,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/96049787_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2718 Bryant St,San Francisco,CA,94110,899000,NA,3,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094931258_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
527 Holly Park Cir,San Francisco,CA,94110,1095000,1225,2,2.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15163651_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8 Montezuma St,San Francisco,CA,94110,849000,865,2,1.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/15160031_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30 Elsie St,San Francisco,CA,94110,1599000,1900,3,2.0,4,House For Sale,"http://www.zillow.com/homes/for_sale/15161071_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
49 Richland Ave,San Francisco,CA,94110,1250000,1630,3,3.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/96014858_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
88 Manchester St,San Francisco,CA,94110,1195000,963,2,1.0,4,House For Sale,"http://www.zillow.com/homes/for_sale/15160085_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
846 Shotwell St,San Francisco,CA,94110,1195000,NA,10,NA,NA,House For Sale,"http://www.zillow.com/homes/for_sale/2094971007_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1 Enterprise St,San Francisco,CA,94110,4500000,4800,4,2.0,3,House For Sale,"http://www.zillow.com/homes/for_sale/118485394_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
56 Mirabel Ave,San Francisco,CA,94110,1295000,1100,2,1.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15160006_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2808-2818 Folsom St,San Francisco,CA,94110,3450000,5040,12,6.0,7,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2094982102_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
164 Peralta Ave,San Francisco,CA,94110,2195000,2160,4,3.5,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15159808_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2926 Cesar Chavez,San Francisco,CA,94110,989000,2664,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2096316044_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
555 Bartlett St Apt 415,San Francisco,CA,94110,NA,812,1,1.0,4,NA,"http://www.zillow.com/homes/for_sale/111928396_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
350 Alabama St Apt 7,San Francisco,CA,94110,1499000,2025,2,2.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/64972810_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
39 Dolores Ter,San Francisco,CA,94110,1795000,1870,2,2.0,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2102851156_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3590 20th St Apt 504,San Francisco,CA,94110,2575000,1811,3,2.5,4,Condo For Sale,"http://www.zillow.com/homes/for_sale/2096791619_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1161 Dolores St,San Francisco,CA,94110,2025000,1896,3,2.0,NA,Condo For Sale,"http://www.zillow.com/homes/for_sale/59780037_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3365 20th St Apt 2,San Francisco,CA,94110,1900000,2187,3,3.0,24,For Sale by Owner,"http://www.zillow.com/homes/for_sale/80755908_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1400 York St,San Francisco,CA,94110,998000,1580,3,2.0,18,House For Sale,"http://www.zillow.com/homes/for_sale/15152905_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
373 Moultrie St,San Francisco,CA,94110,1999999,1400,3,2.0,12,Make Me Move,"http://www.zillow.com/homes/for_sale/15162365_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,753,NA,NA,25,Foreclosure,"http://www.zillow.com/homes/for_sale/128861738_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NA,NA,NA,NA,NA,2300,NA,1.0,27,Foreclosure,"http://www.zillow.com/homes/for_sale/128860750_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1217 San Bruno Ave,San Francisco,CA,94110,1495000,1940,2,2.0,NA,House For Sale,"http://www.zillow.com/homes/for_sale/15151974_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
948 Hampshire St,San Francisco,CA,94110,3800000,3502,5,3.5,12,House For Sale,"http://www.zillow.com/homes/for_sale/15151054_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
20 Bessie St,San Francisco,CA,94110,1195000,687,2,2.0,18,House For Sale,"http://www.zillow.com/homes/for_sale/15160109_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
74 Winfield St,San Francisco,CA,94110,995000,1920,0,NA,11,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15161030_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
143 Fair Oaks St,San Francisco,CA,94110,799999,800,1,1.0,20,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095126678_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3201 23rd St,San Francisco,CA,94110,8950000,16830,0,NA,NA,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2100120761_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
